date,dew,temp,press,wnd_dir,wnd_spd,snow,rain,pollution
28-07-2011 05:00,24,25,1004,SE,48.27,0,0,190
28-07-2011 06:00,24,25,1004,SE,50.06,0,0,202
28-07-2011 07:00,24,25,1005,SE,53.19,0,0,209
28-07-2011 08:00,24,26,1005,SE,54.98,0,0,226
28-07-2011 09:00,25,27,1005,cv,0.89,0,0,220
28-07-2011 10:00,25,28,1006,SE,3.13,0,0,218
28-07-2011 11:00,25,28,1006,SE,4.92,0,0,201
28-07-2011 12:00,26,30,1006,cv,1.79,0,0,201
28-07-2011 13:00,25,31,1005,cv,3.58,0,0,213
28-07-2011 14:00,26,31,1005,SE,1.79,0,0,210
28-07-2011 15:00,26,31,1004,SE,5.81,0,0,233
28-07-2011 16:00,26,31,1005,SE,8.94,0,0,215
28-07-2011 17:00,27,30,1004,SE,12.07,0,0,184
28-07-2011 18:00,27,30,1004,SE,13.86,0,0,186
28-07-2011 19:00,27,30,1005,SE,15.65,0,0,187
28-07-2011 20:00,27,29,1005,SE,17.44,0,0,209
28-07-2011 21:00,27,28,1006,SE,19.23,0,0,238
28-07-2011 22:00,27,28,1006,SE,21.02,0,0,259
28-07-2011 23:00,27,27,1007,cv,0.89,0,0,269
29-07-2011 00:00,26,27,1006,SE,1.79,0,0,286
29-07-2011 01:00,26,27,1006,SE,4.92,0,0,311
29-07-2011 02:00,26,27,1006,cv,0.89,0,0,306
29-07-2011 03:00,25,26,1006,SE,1.79,0,0,307
29-07-2011 04:00,25,26,1006,cv,0.89,0,0,313
29-07-2011 05:00,25,26,1006,SE,1.79,0,0,300
29-07-2011 06:00,25,26,1006,NE,0.89,0,0,284
29-07-2011 07:00,25,26,1005,SE,1.79,0,0,273
29-07-2011 08:00,26,26,1006,SE,3.58,0,0,264
29-07-2011 09:00,22,23,1007,NW,7.15,0,1,88
29-07-2011 10:00,22,23,1008,NW,11.17,0,2,50
29-07-2011 11:00,22,24,1007,NE,4.02,0,3,49
29-07-2011 12:00,23,24,1007,NW,3.13,0,4,42
29-07-2011 13:00,23,25,1007,NW,4.92,0,5,43
29-07-2011 14:00,22,25,1007,NW,12.07,0,6,32
29-07-2011 15:00,23,24,1006,NE,4.02,0,7,54
29-07-2011 16:00,23,25,1005,NW,3.13,0,8,66
29-07-2011 17:00,23,25,1004,NW,6.26,0,9,50
29-07-2011 18:00,23,25,1005,NW,9.39,0,10,38
29-07-2011 19:00,23,25,1005,NW,13.41,0,11,43
29-07-2011 20:00,23,24,1006,NW,18.33,0,12,56
29-07-2011 21:00,22,23,1006,NW,24.14,0,13,49
29-07-2011 22:00,22,23,1005,NW,27.27,0,14,37
29-07-2011 23:00,22,23,1005,NW,30.4,0,15,41
30-07-2011 00:00,22,22,1006,SE,1.79,0,16,39
30-07-2011 01:00,21,21,1004,NE,1.79,0,17,36
30-07-2011 02:00,21,21,1004,NE,4.92,0,18,41
30-07-2011 03:00,21,21,1003,NE,6.71,0,19,35
30-07-2011 04:00,21,21,1003,NW,4.02,0,20,40
30-07-2011 05:00,21,21,1003,NW,7.15,0,21,36
30-07-2011 06:00,20,21,1002,NE,4.02,0,22,39
30-07-2011 07:00,21,22,1003,NW,4.02,0,23,32
30-07-2011 08:00,21,23,1002,NW,8.04,0,0,27
30-07-2011 09:00,22,26,1002,NW,9.83,0,0,35
30-07-2011 10:00,22,27,1002,NW,12.96,0,0,38
30-07-2011 11:00,22,28,1002,NW,16.09,0,0,35
30-07-2011 12:00,22,29,1001,NW,19.22,0,0,18
30-07-2011 13:00,23,30,1001,cv,1.79,0,0,33
30-07-2011 14:00,21,31,1000,cv,2.68,0,0,30
30-07-2011 15:00,22,31,1000,cv,3.57,0,0,37
30-07-2011 16:00,22,31,1000,SE,1.79,0,0,51
30-07-2011 17:00,23,31,999,SE,3.58,0,0,54
30-07-2011 18:00,23,30,999,SE,6.71,0,0,48
30-07-2011 19:00,23,28,1000,SE,10.73,0,0,44
30-07-2011 20:00,23,27,1000,SE,13.86,0,0,56
30-07-2011 21:00,23,27,1001,SE,17.88,0,0,57
30-07-2011 22:00,23,26,1002,SE,21.01,0,0,62
30-07-2011 23:00,23,26,1002,SE,25.03,0,0,58
31-07-2011 00:00,23,25,1002,cv,0.89,0,0,61
31-07-2011 01:00,23,24,1003,SE,0.89,0,0,77
31-07-2011 02:00,24,24,1003,NE,0.89,0,0,78
31-07-2011 03:00,23,24,1003,NE,1.78,0,0,86
31-07-2011 04:00,22,23,1003,NE,2.67,0,0,102
31-07-2011 05:00,23,23,1003,NE,3.56,0,0,87
31-07-2011 06:00,23,23,1003,NW,3.13,0,0,72
31-07-2011 07:00,23,25,1003,NW,6.26,0,0,73
31-07-2011 08:00,23,26,1004,NW,10.28,0,0,59
31-07-2011 09:00,23,27,1004,NW,14.3,0,0,64
31-07-2011 10:00,23,29,1004,NW,17.43,0,0,51
31-07-2011 11:00,22,30,1004,NW,19.22,0,0,29
31-07-2011 12:00,20,32,1003,NE,1.79,0,0,38
31-07-2011 13:00,22,32,1003,NE,3.58,0,0,46
31-07-2011 14:00,21,33,1003,NE,5.37,0,0,37
31-07-2011 15:00,20,34,1002,NE,6.26,0,0,20
31-07-2011 16:00,19,35,1002,cv,1.79,0,0,41
31-07-2011 17:00,23,33,1002,SE,3.13,0,0,47
31-07-2011 18:00,23,31,1002,SE,4.92,0,0,82
31-07-2011 19:00,23,31,1002,SE,8.05,0,0,88
31-07-2011 20:00,24,29,1003,SE,12.07,0,0,104
31-07-2011 21:00,24,29,1003,SE,15.2,0,0,0
31-07-2011 22:00,25,28,1003,SE,18.33,0,0,0
31-07-2011 23:00,24,26,1003,cv,0.89,0,0,0
01-08-2011 00:00,25,25,1004,cv,1.78,0,0,0
01-08-2011 01:00,24,25,1004,SE,1.79,0,0,0
01-08-2011 02:00,24,25,1004,NE,0.89,0,0,0
01-08-2011 03:00,23,24,1004,cv,0.89,0,0,0
01-08-2011 04:00,23,24,1004,cv,1.78,0,0,0
01-08-2011 05:00,23,24,1004,NW,0.89,0,0,0
01-08-2011 06:00,24,24,1004,NE,1.79,0,0,0
01-08-2011 07:00,24,26,1004,cv,0.89,0,0,0
01-08-2011 08:00,25,26,1005,cv,1.78,0,0,0
01-08-2011 09:00,25,27,1005,cv,2.67,0,0,0
01-08-2011 10:00,26,28,1005,SE,1.79,0,0,0
01-08-2011 11:00,26,29,1005,SE,3.58,0,0,0
01-08-2011 12:00,27,30,1005,SE,5.37,0,0,0
01-08-2011 13:00,26,31,1004,SE,7.16,0,0,0
01-08-2011 14:00,27,33,1004,SE,10.29,0,0,0
01-08-2011 15:00,26,33,1003,SE,12.08,0,0,0
01-08-2011 16:00,27,33,1003,SE,15.21,0,0,0
01-08-2011 17:00,25,32,1003,SE,18.34,0,0,0
01-08-2011 18:00,26,31,1004,SE,21.47,0,0,0
01-08-2011 19:00,24,30,1004,SE,24.6,0,0,0
01-08-2011 20:00,26,29,1004,SE,26.39,0,0,0
01-08-2011 21:00,26,28,1005,SE,28.18,0,0,0
01-08-2011 22:00,26,28,1005,cv,0.89,0,0,0
01-08-2011 23:00,26,27,1006,SE,0.89,0,0,0
02-08-2011 00:00,26,27,1006,SE,2.68,0,0,0
02-08-2011 01:00,25,26,1006,SE,4.47,0,0,0
02-08-2011 02:00,25,26,1006,SE,6.26,0,0,0
02-08-2011 03:00,25,26,1006,SE,7.15,0,0,0
02-08-2011 04:00,24,25,1006,SE,8.94,0,0,0
02-08-2011 05:00,23,25,1007,cv,0.89,0,0,0
02-08-2011 06:00,22,24,1007,SE,1.79,0,0,0
02-08-2011 07:00,22,24,1008,SE,3.58,0,0,0
02-08-2011 08:00,22,25,1008,cv,0.89,0,0,0
02-08-2011 09:00,20,28,1008,SE,1.79,0,0,0
02-08-2011 10:00,19,29,1008,SE,3.58,0,0,0
02-08-2011 11:00,20,31,1008,cv,3.13,0,0,0
02-08-2011 12:00,15,32,1008,SE,8.94,0,0,0
02-08-2011 13:00,16,33,1007,SE,16.09,0,0,0
02-08-2011 14:00,15,33,1007,SE,24.14,0,0,0
02-08-2011 15:00,15,33,1007,SE,31.29,0,0,0
02-08-2011 16:00,15,31,1007,SE,37.1,0,0,0
02-08-2011 17:00,16,30,1007,SE,42.91,0,0,0
02-08-2011 18:00,17,28,1007,SE,47.83,0,0,0
02-08-2011 19:00,19,27,1007,SE,51.85,0,0,0
02-08-2011 20:00,19,26,1007,SE,54.98,0,0,0
02-08-2011 21:00,20,25,1007,SE,58.11,0,0,0
02-08-2011 22:00,20,24,1007,SE,62.13,0,0,0
02-08-2011 23:00,20,24,1008,SE,65.26,0,0,0
03-08-2011 00:00,20,23,1008,SE,68.39,0,0,0
03-08-2011 01:00,20,23,1008,SE,70.18,0,0,0
03-08-2011 02:00,20,22,1008,SE,71.07,0,0,0
03-08-2011 03:00,20,21,1008,SE,72.86,0,0,0
03-08-2011 04:00,20,21,1007,cv,0.89,0,0,0
03-08-2011 05:00,20,21,1007,cv,1.78,0,0,0
03-08-2011 06:00,20,21,1007,SE,0.89,0,0,0
03-08-2011 07:00,21,22,1007,SE,1.78,0,0,0
03-08-2011 08:00,21,23,1007,cv,0.89,0,0,0
03-08-2011 09:00,22,25,1006,NW,3.13,0,0,0
03-08-2011 10:00,22,26,1006,NW,4.92,0,0,0
03-08-2011 11:00,22,28,1005,cv,0.89,0,0,0
03-08-2011 12:00,21,29,1004,SE,3.13,0,0,59
03-08-2011 13:00,20,31,1003,SE,7.15,0,0,46
03-08-2011 14:00,20,31,1003,SE,12.07,0,0,49
03-08-2011 15:00,21,31,1003,SE,16.99,0,0,46
03-08-2011 16:00,20,30,1003,SE,21.91,0,0,49
03-08-2011 17:00,21,29,1003,SE,26.83,0,0,50
03-08-2011 18:00,19,28,1003,SE,30.85,0,0,66
03-08-2011 19:00,20,26,1003,SE,34.87,0,0,68
03-08-2011 20:00,20,26,1003,SE,36.66,0,0,74
03-08-2011 21:00,20,26,1004,SE,39.79,0,0,75
03-08-2011 22:00,20,25,1004,SE,43.81,0,0,81
03-08-2011 23:00,20,25,1004,SE,46.94,0,0,70
04-08-2011 00:00,21,25,1004,SE,50.07,0,0,85
04-08-2011 01:00,21,23,1004,SE,51.86,0,0,77
04-08-2011 02:00,21,23,1004,SE,53.65,0,0,86
04-08-2011 03:00,21,23,1004,SE,55.44,0,0,101
04-08-2011 04:00,21,22,1004,SE,57.23,0,0,98
04-08-2011 05:00,21,22,1004,cv,0.89,0,0,91
04-08-2011 06:00,21,22,1004,SE,0.89,0,0,108
04-08-2011 07:00,22,24,1005,SE,1.78,0,0,110
04-08-2011 08:00,22,25,1006,SE,3.57,0,0,109
04-08-2011 09:00,22,27,1005,cv,1.79,0,0,119
04-08-2011 10:00,22,28,1005,cv,2.68,0,0,113
04-08-2011 11:00,23,29,1005,NW,1.79,0,0,114
04-08-2011 12:00,23,30,1004,cv,0.89,0,0,106
04-08-2011 13:00,24,31,1004,SE,1.79,0,0,103
04-08-2011 14:00,23,32,1004,SE,3.58,0,0,109
04-08-2011 15:00,22,31,1004,SE,7.6,0,0,114
04-08-2011 16:00,22,31,1004,SE,11.62,0,0,101
04-08-2011 17:00,22,30,1004,SE,15.64,0,0,100
04-08-2011 18:00,21,29,1004,SE,20.56,0,0,117
04-08-2011 19:00,21,28,1004,SE,23.69,0,0,115
04-08-2011 20:00,21,27,1005,SE,25.48,0,0,117
04-08-2011 21:00,21,25,1006,SE,27.27,0,0,0
04-08-2011 22:00,22,25,1006,cv,0.89,0,0,101
04-08-2011 23:00,23,24,1006,cv,1.34,0,0,107
05-08-2011 00:00,23,24,1006,SE,1.79,0,0,118
05-08-2011 01:00,23,24,1006,SE,3.58,0,0,138
05-08-2011 02:00,22,24,1006,SE,5.37,0,0,166
05-08-2011 03:00,23,24,1006,SE,7.16,0,0,144
05-08-2011 04:00,23,24,1006,SE,8.05,0,0,146
05-08-2011 05:00,23,23,1006,SE,8.94,0,0,154
05-08-2011 06:00,23,24,1007,SE,10.73,0,0,166
05-08-2011 07:00,23,25,1007,SE,12.52,0,0,190
05-08-2011 08:00,24,26,1007,cv,0.89,0,0,205
05-08-2011 09:00,24,26,1007,SE,1.79,0,0,200
05-08-2011 10:00,24,27,1007,SE,3.58,0,0,178
05-08-2011 11:00,24,29,1007,SE,5.37,0,0,134
05-08-2011 12:00,24,29,1007,SE,7.16,0,0,134
05-08-2011 13:00,23,30,1006,SE,10.29,0,0,144
05-08-2011 14:00,23,30,1006,SE,13.42,0,0,142
05-08-2011 15:00,23,30,1005,SE,17.44,0,0,140
05-08-2011 16:00,23,30,1005,SE,21.46,0,0,132
05-08-2011 17:00,23,30,1005,SE,24.59,0,0,143
05-08-2011 18:00,22,29,1005,SE,27.72,0,0,144
05-08-2011 19:00,23,28,1005,SE,30.85,0,0,175
05-08-2011 20:00,23,27,1006,SE,33.98,0,0,154
05-08-2011 21:00,22,26,1006,SE,37.11,0,0,142
05-08-2011 22:00,22,26,1007,SE,40.24,0,0,119
05-08-2011 23:00,22,25,1007,SE,42.03,0,0,104
06-08-2011 00:00,22,24,1007,SE,43.82,0,0,114
06-08-2011 01:00,22,24,1006,SE,46.95,0,0,112
06-08-2011 02:00,23,24,1006,SE,50.08,0,0,0
06-08-2011 03:00,22,23,1006,cv,0.89,0,0,0
06-08-2011 04:00,22,23,1006,SE,0.89,0,0,0
06-08-2011 05:00,22,23,1006,SE,1.78,0,0,0
06-08-2011 06:00,23,23,1006,cv,0.89,0,0,0
06-08-2011 07:00,23,24,1007,SE,1.79,0,0,0
06-08-2011 08:00,23,25,1007,SE,4.92,0,0,0
06-08-2011 09:00,23,26,1007,SE,8.94,0,0,0
06-08-2011 10:00,23,26,1007,SE,12.96,0,0,0
06-08-2011 11:00,23,28,1007,SE,16.09,0,0,0
06-08-2011 12:00,22,29,1006,SE,20.11,0,0,0
06-08-2011 13:00,22,28,1006,SE,23.24,0,0,0
06-08-2011 14:00,21,29,1005,SE,27.26,0,0,0
06-08-2011 15:00,21,29,1005,SE,31.28,0,0,0
06-08-2011 16:00,21,28,1005,SE,36.2,0,0,0
06-08-2011 17:00,21,27,1006,SE,41.12,0,0,0
06-08-2011 18:00,21,26,1006,SE,45.14,0,0,0
06-08-2011 19:00,21,25,1006,SE,49.16,0,0,0
06-08-2011 20:00,22,24,1007,SE,52.29,0,0,0
06-08-2011 21:00,22,24,1007,SE,55.42,0,0,0
06-08-2011 22:00,22,24,1008,SE,58.55,0,0,0
06-08-2011 23:00,22,24,1008,SE,60.34,0,0,0
07-08-2011 00:00,22,24,1008,SE,61.23,0,0,105
07-08-2011 01:00,23,24,1007,SE,62.12,0,0,0
07-08-2011 02:00,22,23,1007,cv,0.89,0,0,0
07-08-2011 03:00,22,23,1007,cv,1.78,0,0,0
07-08-2011 04:00,22,23,1007,cv,2.67,0,0,0
07-08-2011 05:00,23,23,1007,cv,3.56,0,0,0
07-08-2011 06:00,23,24,1008,NE,0.89,0,0,0
07-08-2011 07:00,23,24,1008,cv,0.89,0,0,0
07-08-2011 08:00,24,25,1008,SE,1.79,0,0,0
07-08-2011 09:00,23,26,1008,SE,3.58,0,0,0
07-08-2011 10:00,23,28,1008,cv,0.89,0,0,0
07-08-2011 11:00,24,28,1007,cv,1.78,0,0,0
07-08-2011 12:00,24,29,1007,SE,3.13,0,0,0
07-08-2011 13:00,24,29,1006,SE,6.26,0,0,0
07-08-2011 14:00,24,31,1006,SE,9.39,0,0,0
07-08-2011 15:00,24,30,1005,SE,11.18,0,0,0
07-08-2011 16:00,23,30,1005,SE,12.97,0,0,0
07-08-2011 17:00,23,30,1004,SE,14.76,0,0,0
07-08-2011 18:00,23,30,1004,SE,16.55,0,0,0
07-08-2011 19:00,24,28,1004,SE,19.68,0,0,0
07-08-2011 20:00,23,26,1004,SE,22.81,0,0,0
07-08-2011 21:00,23,26,1005,SE,24.6,0,0,0
07-08-2011 22:00,24,25,1004,SE,25.49,0,0,0
07-08-2011 23:00,24,25,1004,SE,27.28,0,0,0
08-08-2011 00:00,24,25,1004,SE,29.07,0,0,0
08-08-2011 01:00,24,25,1004,SE,30.86,0,0,0
08-08-2011 02:00,23,24,1003,SE,31.75,0,0,0
08-08-2011 03:00,23,24,1003,NW,1.79,0,0,0
08-08-2011 04:00,23,24,1003,cv,0.89,0,0,0
08-08-2011 05:00,23,23,1002,NW,1.79,0,0,0
08-08-2011 06:00,23,24,1002,NW,4.92,0,0,115
08-08-2011 07:00,23,25,1002,NW,8.05,0,0,107
08-08-2011 08:00,23,27,1002,NW,12.07,0,0,135
08-08-2011 09:00,24,28,1002,NW,15.2,0,0,109
08-08-2011 10:00,23,29,1002,NE,1.79,0,0,98
08-08-2011 11:00,23,31,1001,NW,1.79,0,0,90
08-08-2011 12:00,22,32,1001,NW,3.58,0,0,91
08-08-2011 13:00,21,33,1000,NE,1.79,0,0,84
08-08-2011 14:00,22,34,999,NE,3.58,0,0,87
08-08-2011 15:00,22,34,999,cv,0.89,0,0,75
08-08-2011 16:00,21,34,998,SE,1.79,0,0,102
08-08-2011 17:00,22,33,998,SE,4.92,0,0,104
08-08-2011 18:00,24,32,998,SE,8.05,0,0,92
08-08-2011 19:00,24,30,999,SE,11.18,0,0,97
08-08-2011 20:00,24,29,999,SE,12.97,0,0,94
08-08-2011 21:00,25,29,1000,SE,14.76,0,0,92
08-08-2011 22:00,24,28,1001,SE,16.55,0,0,98
08-08-2011 23:00,24,27,1001,SE,18.34,0,0,139
09-08-2011 00:00,25,27,1001,SE,20.13,0,0,0
09-08-2011 01:00,25,27,1001,SE,21.92,0,0,194
09-08-2011 02:00,25,26,1001,SE,23.71,0,0,209
09-08-2011 03:00,24,26,1001,SE,25.5,0,0,208
09-08-2011 04:00,24,25,1001,SE,27.29,0,0,211
09-08-2011 05:00,24,25,1002,cv,0.89,0,0,201
09-08-2011 06:00,25,26,1002,cv,1.78,0,0,226
09-08-2011 07:00,25,26,1002,SE,1.79,0,0,214
09-08-2011 08:00,25,27,1003,SE,3.58,0,0,212
09-08-2011 09:00,25,29,1003,cv,0.89,0,0,227
09-08-2011 10:00,25,30,1003,cv,1.78,0,0,217
09-08-2011 11:00,26,31,1003,cv,2.67,0,0,212
09-08-2011 12:00,26,31,1003,NW,1.79,0,0,230
09-08-2011 13:00,26,33,1003,cv,0.89,0,0,202
09-08-2011 14:00,26,33,1002,SE,1.79,0,0,195
09-08-2011 15:00,26,34,1002,SE,4.92,0,0,221
09-08-2011 16:00,25,34,1003,SE,8.05,0,0,201
09-08-2011 17:00,25,31,1003,SE,9.84,0,1,202
09-08-2011 18:00,21,27,1004,NW,9.83,0,2,102
09-08-2011 19:00,21,23,1008,NW,17.88,0,4,34
09-08-2011 20:00,21,21,1008,cv,0.89,0,5,30
09-08-2011 21:00,21,22,1006,SE,4.92,0,6,36
09-08-2011 22:00,22,23,1009,NW,3.13,0,7,42
09-08-2011 23:00,21,22,1009,cv,0.89,0,8,0
10-08-2011 00:00,21,22,1008,NE,3.13,0,0,0
10-08-2011 01:00,21,22,1008,NW,1.79,0,0,0
10-08-2011 02:00,21,22,1007,NW,5.81,0,0,0
10-08-2011 03:00,21,22,1007,NW,7.6,0,0,0
10-08-2011 04:00,20,22,1007,NW,9.39,0,0,0
10-08-2011 05:00,20,23,1007,NW,12.52,0,0,0
10-08-2011 06:00,20,23,1008,NW,15.65,0,0,0
10-08-2011 07:00,21,24,1008,NW,18.78,0,0,0
10-08-2011 08:00,22,26,1009,cv,1.79,0,0,0
10-08-2011 09:00,21,27,1008,NW,4.02,0,0,0
10-08-2011 10:00,22,29,1009,cv,1.79,0,0,0
10-08-2011 11:00,20,31,1008,cv,2.68,0,0,0
10-08-2011 12:00,20,32,1008,NE,1.79,0,0,0
10-08-2011 13:00,20,34,1007,cv,0.89,0,0,0
10-08-2011 14:00,19,34,1006,SE,3.13,0,0,0
10-08-2011 15:00,18,34,1006,SE,4.92,0,0,0
10-08-2011 16:00,20,34,1005,SE,6.71,0,0,0
10-08-2011 17:00,21,33,1005,SE,8.5,0,0,0
10-08-2011 18:00,23,32,1005,SE,11.63,0,0,0
10-08-2011 19:00,23,30,1005,SE,14.76,0,0,0
10-08-2011 20:00,24,28,1006,SE,16.55,0,0,0
10-08-2011 21:00,24,28,1007,SE,19.68,0,0,58
10-08-2011 22:00,24,27,1007,SE,21.47,0,0,54
10-08-2011 23:00,24,26,1007,cv,0.89,0,0,70
11-08-2011 00:00,24,25,1007,NE,1.79,0,0,74
11-08-2011 01:00,24,25,1007,SE,0.89,0,0,64
11-08-2011 02:00,24,25,1007,NE,1.79,0,0,82
11-08-2011 03:00,23,24,1007,cv,0.89,0,0,119
11-08-2011 04:00,22,23,1006,NE,0.89,0,0,146
11-08-2011 05:00,23,23,1007,NE,1.78,0,0,121
11-08-2011 06:00,23,23,1007,NW,1.79,0,0,64
11-08-2011 07:00,24,25,1007,NW,3.58,0,0,51
11-08-2011 08:00,24,27,1007,cv,0.89,0,0,61
11-08-2011 09:00,24,29,1007,SE,1.79,0,0,83
11-08-2011 10:00,25,31,1006,cv,0.89,0,0,96
11-08-2011 11:00,24,32,1006,cv,1.78,0,0,80
11-08-2011 12:00,23,34,1006,SE,1.79,0,0,87
11-08-2011 13:00,24,32,1005,SE,3.58,0,0,91
11-08-2011 14:00,23,34,1004,SE,6.71,0,0,0
11-08-2011 15:00,23,33,1004,SE,9.84,0,0,0
11-08-2011 16:00,22,33,1004,SE,12.97,0,0,103
11-08-2011 17:00,23,33,1003,SE,16.1,0,0,101
11-08-2011 18:00,24,31,1003,SE,17.89,0,0,111
11-08-2011 19:00,24,30,1004,SE,19.68,0,0,108
11-08-2011 20:00,24,29,1004,SE,21.47,0,0,113
11-08-2011 21:00,25,28,1004,SE,24.6,0,0,130
11-08-2011 22:00,25,27,1004,SE,26.39,0,0,133
11-08-2011 23:00,24,27,1004,SE,28.18,0,0,161
12-08-2011 00:00,22,27,1004,SE,29.97,0,0,123
12-08-2011 01:00,24,26,1004,SE,31.76,0,0,115
12-08-2011 02:00,24,26,1004,cv,0.89,0,0,111
12-08-2011 03:00,24,25,1004,SE,0.89,0,0,105
12-08-2011 04:00,24,25,1004,NE,0.89,0,0,111
12-08-2011 05:00,24,25,1004,SE,1.79,0,0,103
12-08-2011 06:00,24,25,1004,cv,0.89,0,0,107
12-08-2011 07:00,24,26,1004,SE,0.89,0,0,125
12-08-2011 08:00,24,27,1004,cv,0.89,0,0,128
12-08-2011 09:00,25,29,1004,cv,1.78,0,0,141
12-08-2011 10:00,23,30,1004,SE,1.79,0,0,112
12-08-2011 11:00,25,31,1003,cv,0.89,0,0,118
12-08-2011 12:00,24,32,1003,SE,3.13,0,0,132
12-08-2011 13:00,24,32,1002,SE,6.26,0,0,153
12-08-2011 14:00,24,32,1002,SE,8.05,0,0,159
12-08-2011 15:00,24,33,1001,SE,11.18,0,0,151
12-08-2011 16:00,24,32,1001,SE,14.31,0,0,161
12-08-2011 17:00,23,31,1001,SE,17.44,0,0,148
12-08-2011 18:00,24,30,1001,SE,20.57,0,0,138
12-08-2011 19:00,25,29,1001,SE,23.7,0,0,171
12-08-2011 20:00,25,28,1002,SE,27.72,0,0,174
12-08-2011 21:00,25,27,1003,SE,29.51,0,0,154
12-08-2011 22:00,25,27,1003,SE,32.64,0,0,140
12-08-2011 23:00,24,26,1002,cv,0.89,0,0,130
13-08-2011 00:00,24,26,1002,SE,1.79,0,0,113
13-08-2011 01:00,24,26,1002,SE,3.58,0,0,100
13-08-2011 02:00,24,26,1001,SE,6.71,0,0,98
13-08-2011 03:00,24,25,1001,SE,9.84,0,0,91
13-08-2011 04:00,24,25,1001,SE,11.63,0,0,86
13-08-2011 05:00,24,25,1001,SE,13.42,0,0,96
13-08-2011 06:00,24,25,1001,SE,15.21,0,0,92
13-08-2011 07:00,23,25,1001,SE,18.34,0,0,99
13-08-2011 08:00,23,26,1001,SE,21.47,0,0,116
13-08-2011 09:00,24,27,1001,SE,23.26,0,0,110
13-08-2011 10:00,24,27,1001,SE,25.05,0,0,132
13-08-2011 11:00,25,29,1000,SE,26.84,0,0,137
13-08-2011 12:00,25,29,1000,SE,29.97,0,0,135
13-08-2011 13:00,24,30,1000,SE,33.1,0,0,125
13-08-2011 14:00,24,31,999,SE,36.23,0,0,148
13-08-2011 15:00,25,31,999,SE,39.36,0,0,134
13-08-2011 16:00,24,30,999,SE,42.49,0,0,134
13-08-2011 17:00,25,30,998,SE,45.62,0,0,147
13-08-2011 18:00,25,29,999,SE,48.75,0,0,141
13-08-2011 19:00,25,29,1000,SE,50.54,0,0,142
13-08-2011 20:00,25,28,1000,SE,52.33,0,0,130
13-08-2011 21:00,25,28,1001,SE,54.12,0,0,123
13-08-2011 22:00,26,28,1001,SE,55.01,0,0,131
13-08-2011 23:00,25,28,1001,SE,56.8,0,0,135
14-08-2011 00:00,25,28,1001,SE,58.59,0,0,125
14-08-2011 01:00,25,28,1001,SE,60.38,0,0,138
14-08-2011 02:00,22,23,1001,NW,4.02,0,2,153
14-08-2011 03:00,24,24,1001,SE,3.13,0,3,31
14-08-2011 04:00,23,24,1001,NW,4.02,0,0,47
14-08-2011 05:00,23,24,1001,NW,5.81,0,0,56
14-08-2011 06:00,23,24,1002,NE,1.79,0,0,46
14-08-2011 07:00,24,24,1002,cv,0.89,0,0,33
14-08-2011 08:00,24,25,1002,NE,1.79,0,0,40
14-08-2011 09:00,25,27,1003,cv,0.89,0,0,41
14-08-2011 10:00,26,28,1003,SE,1.79,0,0,65
14-08-2011 11:00,26,28,1002,SE,3.58,0,0,110
14-08-2011 12:00,26,29,1002,SE,5.37,0,0,108
14-08-2011 13:00,25,28,1002,SE,7.16,0,0,93
14-08-2011 14:00,26,28,1002,SE,8.95,0,1,107
14-08-2011 15:00,25,28,1002,SE,10.74,0,0,100
14-08-2011 16:00,26,27,1002,cv,0.89,0,0,97
14-08-2011 17:00,26,27,1001,cv,1.78,0,1,120
14-08-2011 18:00,26,26,1002,NW,3.13,0,0,122
14-08-2011 19:00,25,25,1002,SE,3.13,0,1,128
14-08-2011 20:00,25,25,1002,SE,6.26,0,2,158
14-08-2011 21:00,25,25,1002,cv,0.89,0,0,206
14-08-2011 22:00,25,25,1003,NE,3.13,0,1,221
14-08-2011 23:00,24,24,1003,SE,3.13,0,2,156
15-08-2011 00:00,24,25,1003,NE,1.79,0,3,165
15-08-2011 01:00,24,24,1002,SE,1.79,0,0,160
15-08-2011 02:00,24,24,1002,SE,4.92,0,0,175
15-08-2011 03:00,24,24,1001,SE,8.05,0,1,158
15-08-2011 04:00,24,25,1001,SE,9.84,0,2,137
15-08-2011 05:00,24,25,1001,SE,11.63,0,3,128
15-08-2011 06:00,24,25,1001,SE,14.76,0,4,126
15-08-2011 07:00,24,25,1001,SE,16.55,0,5,124
15-08-2011 08:00,24,25,1002,SE,18.34,0,6,109
15-08-2011 09:00,24,24,1002,SE,20.13,0,0,107
15-08-2011 10:00,24,25,1002,SE,21.92,0,1,99
15-08-2011 11:00,24,25,1002,NE,1.79,0,2,143
15-08-2011 12:00,24,24,1002,NE,4.92,0,3,118
15-08-2011 13:00,24,24,1002,NE,8.05,0,4,116
15-08-2011 14:00,23,24,1002,SE,1.79,0,5,109
15-08-2011 15:00,24,25,1002,cv,0.89,0,0,109
15-08-2011 16:00,24,26,1002,NE,1.79,0,0,109
15-08-2011 17:00,24,26,1002,cv,0.89,0,0,87
15-08-2011 18:00,24,25,1002,cv,1.78,0,0,100
15-08-2011 19:00,24,25,1002,SE,0.89,0,0,117
15-08-2011 20:00,24,25,1003,NW,1.79,0,0,107
15-08-2011 21:00,24,25,1003,NE,1.79,0,0,110
15-08-2011 22:00,22,25,1003,NW,4.02,0,0,107
